id,news,label_1,label_2
602,The Chinese Communist Party Ã’will finally admit that the real source of the coronavirus is from Ã”a lab in WuhanÃ• linked to its covert biological weapo,0,FALSE
603,�In �Resident Evil� the Umbrella Corporation releases a virus that infects the people of Raccoon City. A biological research lab with the exact same logo as the Umbrella Corporation can be found in the city where the coronavirus outbreak originated.�,1,FALSE
604,A post says the coronavirus can be slowed or stopped with the Ã’immediate widespread use of high doses of vitamin,0,FALSE
605,Event 201 Ã’gave out stuffed souvenir coronavirus toysÃ“ to Ã’commemorateÃ“ novel coron,0,FALSE
606,"10,000 people have died in Wuhan, China.",0,FALSE
607,A post says the coronavirus can be slowed or stopped with the Ã’immediate widespread use of high doses of vitamin,0,FALSE
608,A spray could protect against the coronavirus outbreak.,0,FALSE
609,Authorities have identified that the international chemical-warfare terrorist Ã”Samuel Whitcomb HydeÃ• is behind the deadly China Ã”co,0,FALSE
610,A tabletop exercise using a model of the current outbreak Ã’predictedÃ“ 65 million people could die from the coro,0,FALSE
611,"�The new fad disease called the �coronavirus� is sweeping headlines. Funny enough, there was a patent for the coronavirus was filed in 2015 and granted in 2018.�",0,FALSE
612,�So let me get this straight about this virus. It�s �new� yet it was lab created and patented in 2015 (in development since 03�).�,1,FALSE
613,A 2015 research article about a lab-made coronavirus referred to the current outbreak.,0,FALSE
614,�So let me get this straight about this virus. It�s �new� yet it was lab created and patented in 2015 (in development since 03�).�,1,FALSE
615,�So let me get this straight about this virus. It�s �new� yet it was lab created and patented in 2015 (in development since 03�).,1,FALSE
616,"That the China-centered coronavirus had infected 2.8 million people and killed 112,000.",1,FALSE
617,�[The coronavirus is] �new� yet it was lab-created and patented in 2015�.,0,FALSE
618,�There�s magically already a vaccine available.�,0,FALSE
619,�There�s magically already a vaccine available.�,0,FALSE
620,"�A patent on this �new� coronavirus expired on the 22nd (of January), today�.",0,FALSE
621,�There�s magically already a vaccine available.�,0,FALSE
622,"Elisa Granato, the first volunteer in the first Europe human trial of a COVID-19 vaccine, has died.",0,FALSE
623,US President Donald Trump has suggested studying the injection of disinfectant as a COVID-19 treatment.,0,FALSE
624,The April 22 jump in COVID-19 cases in the United States was related to the election.,0,FALSE
625,A video posted on Facebook claiming that chloroquine and azithromycin are proven cures of COVID-19,1,FALSE
626,"Trey Gowdy said, â€œIâ€™m not saying COVID-19 isnâ€™t realâ€¦. But pay attention folks, thereâ€™s much more going ",1,FALSE
627,A Pentagon study found that people who get the flu vaccine are 36% more likely to get COVID-19.,0,FALSE
628,?rump said ?undreds?of governors are calling him? we only have 50.?,0,FALSE
629,A â€œface mask exempt cardâ€ shared on social media invokes the Americans with Disabilities Act and claims to excuse people from wearing,0,FALSE
630,A test on video with a gas detector shows that face masks result in dangerous oxygen levels for the wearer.,0,FALSE
631,A painting depicting children in face masks was created as a mural for the Denver airport in 1994 proving the COVID-19 pandemic was planned.,1,FALSE
632,According to Bill Gates the COVID-19 RNA vaccine will permanently alter our DNA. RNA vaccines can also cause autoimmunity.,1,FALSE
633,Meme shows Florida Surgeon General saying: Everyone should STOP wearing masks as they have now been found to be harmful to your health.,0,FALSE
634,Alexandria Ocasio-Cortez tweeted â€œItâ€™s vital that Governors maintain restrictions on businesses until after the November Elections because economic recovery will help Trump be re-elected. A few business closures or job losses is a small price to pay to be free from his presidency. #K,0,FALSE
635,COVID-19 cases are â€œup only because of our big number testingâ€ in the Un,1,FALSE
636,If you are licensed to carry a concealed weapon wearing a face covering for coronavirus â€œremoves your conceal carry abi,0,FALSE
637,Claim that Rep. Alexandria Ocasio-Cortez tweeted that U.S. governors should extend COVID-19 restrictions on businesses â€œuntil after the November Elect,0,FALSE
638,In North Carolina â€œyou can be charged with a class H felony for wearing a mask and concealed carr,0,FALSE
639,A â€œface mask exempt cardâ€ allows you to cite the ADA and not ,0,FALSE
640,A scientific study shows that cannabis is more effective at preventing and treating COVID-19 than hydroxychloroquine.,0,FALSE
641,A short portion of an interview given by discredited researcher Judy Mikovits in which she claims that a vaccine for COVID-19 will be deadly warns against immunization and advocates for a five-year moratorium to test all vaccines has been watched tens of thousands of times on YouTube and Facebook.,0,FALSE
642,Social media posts shared thousands of times in the United States contain multiple false or misleading claims about face masks used to stop the spread of COVID-19,1,FALSE
643,Joe Biden and the Democrats want to prosecute Americans for going to church but not for burning a church.,0,FALSE
644,The U.S. Occupational Safety and Health Administration (OSHA) says masks donâ€™t work and violate OSHA oxygen ,0,FALSE
645,Gov. Gavin Newsom â€œhas no legal authorityâ€ to make wearing face coverings mandatory in,1,FALSE
646,President Trumpâ€™s claim that he inherited no ventilators from the Obama administ,0,FALSE
647,OSHA says masks dont work to reduce COVID-19 transmission and violate OSHA oxygen levels.,0,FALSE
648,Bill Gates who has led harmful vaccination campaigns in developing countries now plans to use COVID-19 vaccines to surveil the population.,0,FALSE
649,If we stopped testing right now wed have very few cases if any.,1,FALSE
650,News stories referencing the number â€œ322â€ and COVID-19 are proof cases tolls are being â�,0,FALSE
651,In a very real sense (Oklahoma has) flattened the curve. & The number of cases in Oklahoma  its declined precipitously.,0,FALSE
652,FREE HORSES!!!! 52 thoroughbred horses need homes. Will go to Sugarcreek this Sat. for slaughter. Gentleman died due to COVID-19 and his son wants nothing to do with them.,0,FALSE
653,George Floyds murder filmed before COVID-19.,0,FALSE
654,Six months before the COVID plandemic Bill Gates had negotiated a $100 billion contact tracing deal with (the) Democratic congressman sponsor of bill.,0,FALSE
655,Gov. of Wisconsin Tony Evers â€œremoved the American flag from the Capitol buil,0,FALSE
656,Corona Virus claims a black belt. Chuck Norris Dead at 80.,0,FALSE
657,The biological lab in Wuhan where the COVID-19 virus was created was funded by President Barak Hussein Obama in 2015 to the tune of $3800000 American dollars.,0,FALSE
658,A Facebook post shared more than 25000 times says face masks should only be worn by medical professionals or people who have become ill during the coronavirus pandemic.,1,FALSE
659,Claim that Sarah Huckabee Sanders tweeted â€œItâ€™s â€˜oddâ€™ that the ANTIFA insurgency happened just as COVID-19 loses steam Itâ€™s â€˜oddâ€™ that COVID-19 happened the moment impeachment failed. Itâ€™s â€˜oddâ€™ that impeachment happened the moment Russian hoax failed. Th,0,FALSE
660,The CDC just confirmed a 0.2% death-rate for COVID19.,0,FALSE
661,CNBC reported that â€œCoronavirus patients without symptoms arenâ€™t driving the spread of the virusâ€ based on remarks by a WHO official at a press brief,1,FALSE
662,Wearing masks for the coronavirus â€œdecreases oxygen intake increases toxin inhalation shuts down immune system increases virus risk scientifically inaccurate effectiveness not stu,0,FALSE
663,The WHO stated that asymptomatic spread of COVID-19 is â€œvery rareâ€ therefore physical distancing and face masks are no,1,FALSE
664,A Colorado bill is â€œremoving exemptionsâ€ for parents who donâ€™t want to vaccinate their children in orde,0,FALSE
665,Facebook posts shared thousands of times claim the coronavirus pandemic is a cover for a Gates Foundation-funded effort to implant microchips when patientsâ€™ noses or throats are swabbed during COVID-19 t,0,FALSE
666,N95 masks block few if any COVID-19 particles due to their size.,1,FALSE
667,Bill Gatesâ€™ coronavirus vaccine developed by Oxford researchers caused all test subjects to get coron,0,FALSE
668,A meme shared thousands of times on Facebook claims people can suffer from reduced oxygen to their blood and brain possibly leading to death if they wear a disposable mask for too long.,0,FALSE
669,A report drafted by a scientific panel appointed by Germanyâ€™s Interior Ministry declaring the COVID-19 pandemic is a â€œglobal false alarmâ€ was leaked by,0,FALSE
670,Shes just casually carrying a body with 1 hand..? Sure.. More evidence of coronavirus being a complete hoax with props & street theater.,0,FALSE
671,A video has been shared thousands of times on social media claiming that circuit boards with â€œCOV-19â€ inscribed on them are being fitted t,0,FALSE
672,How many of you are aware that the female governor of Michigan is the niece of George Soros?,0,FALSE
673,Wearing a face mask caused a 19-year-old grocery store worker to be hospitalized for an lung infection due to breathing in her own carbon dioxide and bacteria.,0,FALSE
674,A study by Bartomeu Payeras i Cifre shows a direct correlation between 5G networks and COVID-19 outbreaks and â€œdemonstrates clearly the most likely probability that the COVID-19 hypoxic injuries and hospital admissions are directly related to electromagnetic radiation exposure by 5G netw,1,FALSE
675,According to the CDC so far this year Florida has had 1762 deaths from COVID-19 and 5185 from pneumonia. Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.,1,FALSE
676,Were down near the low end of per capita deaths & Most places are at 60 deaths per 100000. Were at 29.,0,FALSE
677,Says the state â€œhealth secretary says donâ€™t go to hospitals or clinics now the tourism secretary says don,0,FALSE
678,An image shared on social media claims vaccines are dangerous because they contain potassium chloride the chemical used to stop the heart in lethal injections.,0,FALSE
679,Italy â€œwent against the WHOâ€™s â€˜lawâ€™â€ against COVID-19 autopsies and â€œdiscovered covid is not a virus but a bacteriumâ€ that â€œc,1,FALSE
680,You see suicide rates are skyrocketing now& in the United States.,0,FALSE
681,[U.S. Rep. Conor Lamb] said he would NOT vote for [Nancy Pelosi] for Speaker and did.,0,FALSE
682,Autopsies performed in Italy showed that COVID-19 is not pneumonia but a blood clotting disorder (disseminated intravascular coagulation). Doctors have been treating COVID-19 wrongly because ventilators and intensive care units were never needed; COVID-19 should instead be treated with antibiotics anti-inflammatories and anticoagulants.,0,FALSE
683,COVID-19 is a bacterium that is easily treated with aspirin or a coagulant.,0,FALSE
684,A study of 455 contacts of an asymptomatic carrier showed that none of the 455 were infected. The results prove that asymptomatic people cannot transmit COVID-19 and masks are therefore unnecessary. Some also claim that this shows COVID-19 is not contagious.,0,FALSE
685,A photo shows Gov. Gretchen Whitmer â€œon Mackinaw Island today ignoring mask and social distancing r,0,FALSE
686,President Donald Trump tweeted â€œSome oldies will have to die. Weâ€™re in Godâ€™s hands folks,0,FALSE
687,Dolores Cahill claims in an interview on TheHighWire that there is already a preventive strategy and treatment for COVID-19 through â€œnutrition vitamins and hydroxychloroquineâ€ therefore social distancing is ,0,FALSE
688,A photo shows three men on crosses who â€œfeel like theyâ€™re being crucified by being required to s,1,FALSE
689,Japanese Nobel laureate Dr. Tasuku Honjo said the new coronavirus was engineered in a Chinese laboratory.,0,FALSE
690,Myrtle Beach South Carolina reported 220000 new coronavirus cases in 72 hours.,0,FALSE
691,Why did the state do that with COVID patients in nursing homes? Its because the state followed President Trumps CDC guidance.,0,FALSE
692,Michigan Gov. Gretchen Whitmerâ€™s family spent May 20 at her second home breaking her own stay-at-home ,1,FALSE
693,Top White House coronavirus adviser Dr. Anthony Fauci served on the Clinton Foundationâ€™s board of directors for 20,0,FALSE
694,Michigan governor reopened Traverse City â€œso she could have her daughterâ€™s,1,FALSE
695,The image shows Los Angeles County Department of Public Health Director Dr. Barbara Ferrer looking sickly.,0,FALSE
696,People who have received flu vaccines in the past three to five years will â€œprobably test positiveâ€ f,0,FALSE
697,Bill Gates Explains That The COVID Vaccine Will Use Experimental Technology And Permanently Alter Your DNA.,0,FALSE
698,Dr. Anthony Fauci said: â€œas soon as a COVID-19 vaccine is manufactured it must be delivered to healthcare professionals for immediate human injection. Proper studies can be done l,0,FALSE
699,President Donald Trump â€œcancelledâ€ the U.S. House bill on contract tracing and â�,1,FALSE
700,The German government billed China for 130 billion pounds in â€œcoronavirus dam,0,FALSE
701,House Speaker Nancy Pelosi was in Wuhan China six days after â€œthe impeachment HOAX fa,0,FALSE
702,If you look at the one (hydroxychloroquine) survey the only bad survey they were giving it to people that were in very bad shape. They were very old. Almost dead.,0,FALSE
703,The new Dane County lockdown policy& (has) effectively killed Badger football hockey and basketball for 2020.,0,FALSE
704,A lot of people can get an additional $2400 from the CARES Act and they can do it every month!,0,FALSE
705,Claim that President Donald Trump is trying to make $451 billion in Medicare cuts â€œin the middle of a deadly pand,0,FALSE
706,The World Health Organization (WHO) said that no vegetarian has contracted COVID-19.,1,FALSE
707,Texas and Florida have a â€œbalanced budgetâ€ while California is â€œin debt $54 billion and New York is â€,1,FALSE
708,UV-C lamps can kill 99.99% of all bacteria viruses and mold on any surface in ten seconds yet is 100% safe for humans and pets.,0,FALSE
709,Children in Oregon may be taken away if their parent or legal guardian tests positive for COVID-19.,1,FALSE
710,The video shows people celebrating the end of Saudi Arabiaâ€™s coronavirus lo,0,FALSE
711,Dolores Cahill in Computing Forever interview claims that taking vitamins C and D as well as zinc boosts the immune system against COVID-19 that hydroxychloroquine has been proven effective against COVID-19 and that COVID-19 patients who recover are immune for life among others.,0,FALSE
712,New evidence shows wearing a face mask can help coronavirus enter the brain and pose more health risk.,1,FALSE
713,An article claims that a nearly $50 million United Nations humanitarian aid package to Ecuador is conditional on the South American country legalizing abortions.,0,FALSE
714,While California is dying & Gavin (Newsom) is vacationing in Stevensville MT!,0,FALSE
715,The flu didnâ€™t kill any Americans thi,0,FALSE
716,Says a warning label on a box of disposable masks shows that they are ineffective at protecting against the spread of COVID-19.,0,FALSE
717,Ohio Gov. Mike DeWine released 4300 prisoners and is now warning residents of a possible crime wave.,1,FALSE
718,Video shows Dr. Anthony Fauci advising the public not to wear face masks to prevent spreading or being infected by the coronavirus.,1,FALSE
719,Candace Owens claimed that the U.S. is not losing â€œtons more livesâ€ in 2020 compared to 2019 and that the â€œincrease [in mortality in 2020 is] virtua,0,FALSE
720,A Facebook post shared 10000 times claims no Americans died from the flu in 2020 suggesting that the national count of COVID-19 fatalities is exaggerated.,0,FALSE
721,The novel coronavirus was â€œman-,0,FALSE
722,Posts shared thousands of times on social media list a number of adverse health effects linked to wearing face masks.,0,FALSE
723,Claim thttps://www.politifact.com/factchecks/2020/may/19/facebook-posts/dr-fauci-didnt-say-americans-should-be-microchippe/hat Dr. Fauci said every American should be microchipped.,1,FALSE
724,Italian Parliament Calls For The Arrest of Bill Gates,0,FALSE
725,If masks prevent coronavirus governors would have given them to prison inmates instead of releasing them.,1,FALSE
726,Hydroxychloroquine cures this virus. It just so happens this is the treatment used for radiation sickness!!,0,FALSE
727,A Facebook post shared thousands of times claims the US Centers for Disease Control and Prevention lied about the number of deaths caused by COVID-19 by combining the count with pneumonia and influenza fatalities.,1,FALSE
728,Research proves that commercial mouthwash could protect against COVID-19.,1,FALSE
729,Telecommunications worker exposed circuit boards being installed in 5G towers bearing markings that read â€œCO,0,FALSE
730,A post on Facebook criticizes the effectiveness of face masks in protecting the wearer from COVID-19 the disease caused by the novel coronavirus.,0,FALSE
731,Cannabis may stop coronavirus from infecting people study finds.,1,FALSE
732,Claims made in the viral video Plandemic include: that the virus was â€œmanipulatedâ€ in a laboratory setting; that hydroxychloroquine is â€œeffective against these families of virusesâ€ and that wearing a mas,0,FALSE
733,The photo shows Microsoft co-founder Bill Gates and top White House coronavirus adviser Dr. Anthony Fauci violating social distancing guidelines.,0,FALSE
734,The photo shows former Vice President Joe Biden and Michigan Gov. Gretchen Whitmer violating social distancing guidelines on April 9.,0,FALSE
735,The photo shows a letter purportedly from the California Department of Social Services that mandates coronavirus testing for participants of state assistance programs and warns that children may be removed from the household if someone tests positive.,1,FALSE
736,Says Nancy Pelosi tried â€œonce againâ€ to include abortion funding in the latest coron,0,FALSE
737,Due to the large number of people who will refuse the forthcoming COVID-19 vaccine because it will include tracking microchips the Gates Foundation is now spending billions to ensure that all medical and dental injections and procedures include the chips.,1,FALSE
738,If COVID-19 was a serious illness it would have wiped out the homeless population in the U.S.,1,FALSE
739,Vaccines are in direct violation of The Nuremberg Code.,0,FALSE
740,Anthony Fauci was on the Clinton Foundation board for 20 years and â€œcurrently serves on Gates Founda,1,FALSE
741,Wisconsin Governor Tony Eversâ€™ administration deemed dentists non-ess,1,FALSE
742,$100B contact tracing bill â€œis about controlling/tracking population not about coronav,1,FALSE
743,United States the only country on Earth that is protesting being on lockdown amid the coronavirus outbreak.,1,FALSE
744,The U.S. is the only country on earth that is protesting being locked down.,0,FALSE
745,Police violently forced a family from their home in the U.S. in handcuffs because they were in violation of House Resolution 6666.,0,FALSE
746,Clearly the Obama administration did not leave any kind of game plan for something like this.,0,FALSE
747,The video shows the bodies of deceased COVID-19 victims washing ashore after some countries dumped them in the sea.,0,FALSE
748,White South Africans have been banned from receiving government aid during the coronavirus pandemic.,1,FALSE
749,President Donald Trump implemented â€œa travel ban that just didnâ€™t work 400000 people got in from those countries that were subject to the r,0,FALSE
750,Vice President Mike Pence was caught on a hot mic delivering empty boxes of personal protective equipment (PPE) to a Virginia health care center.,1,FALSE
751,President Trump posted a tweet blaming President Obama for failing to prepare him for a pandemic and celebrating that there are still more people alive than dead.,1,FALSE
752,An article that has been widely shared on social media warns healthy people against wearing face masks during the COVID-19 pandemic citing alleged risks,1,FALSE
753,Plandemic  a slickly-edited 26-minute interview with a discredited researcher  has been widely shared on social media.,1,FALSE
754,A U.S. House bill would give government the power to forcibly take your family members from your home and quarantine them.,0,FALSE
755,Senate Majority leader Mitch Connell said the Obama administration left no game plan for a pandemic.,0,FALSE
756,Autopsies prove that COVID-19 is a blood clot not pneumonia and ought to be fought with antibiotics and the whole world has been wrong in treating the so-called pandemic.,1,FALSE
757,Germany and the United States are the two best in deaths per 100000 people which frankly to me thats perhaps the most important number there is.,1,FALSE
758,Nancy Pelosi said â€œCongress shall not vote remotely because it is not secure!â€ while also saying that â€œAmericans should all vote for p,0,FALSE
759,Dr. Anthony Fauci is â€œpushingâ€ remdesivir as a potential COVID-19 treatment drug because he â€œinventedâ€ it with Bill Gates and they ,0,FALSE
760,Barack Obama â€œis the first ex-president to ever speak against his succe,0,FALSE
761,This is what Bill Gates and George Soros want to do& secretly stick you with a chip while testing you for the coronavirus& the Dems have a bill on the House floor ready to vote on it to require this.,1,FALSE
762,House Resolution 6666 includes billions of dollars to fund forced quarantining for Americans who test positive for COVID-19.,0,FALSE
763,Under an 1866 Supreme Court ruling stay-at-home orders are illegal in the United States and can be disregarded with impunity.,0,FALSE
764,Guess what [children are] not at risk unless they have an underlying medical issue.,0,FALSE
765,American Vice-President Mike Pence was caught on a hot mic delivering empty boxes of PPE to a nursing home and pretended they were heavy.,0,FALSE
766,President Trump sent out a tweet that included the phrase â€œOldies will have to dieâ€ in connection with lifting coronavirus r,0,FALSE
767,Australiaâ€™s COVIDSafe app tracks usersâ€,0,FALSE
768,Madagascar has found a â€œcoronavirus medicineâ€ that can â€œwipe out the virus at any stage within a pe,0,FALSE
769,A video shows a Maasai tribe member in Kenya whipping people who violate the countryâ€™s curfew during the coronavirus pa,0,FALSE
770,Says wearing face masks is more harmful to your health than going without one.,0,FALSE
771,The mainstream media pretended there was a deadly surge in COVID cases thanks to Wisconsinites voting.,1,FALSE
772,A card claiming to exempt the holder from wearing a face mask in public the real deal sanctioned by the government.,1,FALSE
773,U.S. Vice President Mike Pence delivered empty boxes of PPE to a hospital as a publicity stunt.,0,FALSE
774,Ventura County public health director say that the California county will be forcibly moving people infected with COVID-19 out of their homes into quarantine.,1,FALSE
775,Since the reopening of (the state of Georgia) weve seen our COVID rate skyrocket by 40%.,0,FALSE
776,Jimmy Kimmel tweeted a video which said VP Mike Pence carried empty PPE boxes.,1,FALSE
777,Dr. Fauci sat on Microsofts board of directors.,1,FALSE
778,The CDC has recommended mail in voting. Thats what this whole pandemic is about: the election!.,0,FALSE
779,States like New York Illinois and California have been vocal in their demands for funding to bail out their pension systems which were failing long before the COVID-19 outbreak and other programs that arent related to this crisis.,1,FALSE
780,A widely-circulated image claims to reveal the ingredients contained in this yearâ€™s flu shots. The alleged ingredients include mercury antifreeze phenol animal blood animal viruses and formal,0,FALSE
781,The origin of the novel coronavirus was â€œmanipulatedâ€ contain coronaviruses and masks can â€œ,1,FALSE
782,Gates Foundation stands to make nearly Â£31.5 billion on a coronavirus vaccine in U,0,FALSE
783,A video shows British Prime Minister Boris Johnson serving journalists tea after recovering from COVID-19.,0,FALSE
784,$3 trillion for federal coronavirus stimulus packages is â€œbeing borrowed basically from C,1,FALSE
785,Viral video reveals there is a coronavirus vaccine patent owned by Bill Gates.,0,FALSE
786,Bill Gates said that the Catholic religion may have to be suspended forever because of the COVID-19 pandemic.,0,FALSE
787,Democratic congrasswoman Ilhan Omar tweeted that there have been more deaths due to COVID-19 than 9/11 and the wars in Vietnam Iraq and Afghanistan combined,0,FALSE
788,For the World Health Organization the international entity whose sole responsibility it is to alert the world of global pandemics like this to miss this is a huge problem.,1,FALSE
789,Trump bailed out Wall Street but not Main Street.,1,FALSE
790,Models projecting COVID-19 deaths â€œare talking about without mitiga,1,FALSE
791,Plandemic vignette featuring Judy Mikovits claims that coronavirus is manmade; that flu vaccine increases risk of COVID-19; that hydroxychloroquine is effective for treating COVID-19.,0,FALSE
792,Trump campaign video suggesting Trumpâ€™s travel restrictions on China saved 2 million,1,FALSE
793,A post shared more than 160000 times on Facebook during the novel coronavirus pandemic says Bill Gates wants â€œdigital tattoosâ€ to check who has been tested and asks if it would be â€œlike holoca,1,FALSE
794,The Centers for Disease and Prevention has reduced the number of COVID-19 cases recorded in the U.S.,0,FALSE
795,A photo shows Proud Boys member Rob Cantrall at a recent Michigan protest.,1,FALSE
796,There was no real scientific basis for believing that social distancing would be necessary since it had never been studied.,0,FALSE
797,Regarding the risks of coronavirus transmission on an airplane â€œItâ€™s as safe as an environment as youâ€�,0,FALSE
798,Trump: â€œMedically we had empty cupboards. The cupboards â€” I say the cupboards,1,FALSE
799,Central Park hospital tents housed thousands of abused children released from underground captivity.,0,FALSE
800,Wearing face masks can cause carbon dioxide toxicity; can weaken immune system.,0,FALSE
801,Joe Biden has â€œwritten a letter of apologyâ€ for calling Trumpâ€™s travel restrictions from ,1,FALSE
802,Posts on social media claim the US Centers for Disease Control and Prevention (CDC) has revised down its death toll for COVID-19.,0,FALSE
803,CDC suddenly lost 30000 deaths from coronavirus from its data thus proving the virus is not as serious as it seems.,1,FALSE
804,Gas is under $1 in 13 states but $2.27 in Pennsylvania because of the governor.,0,FALSE
805,93% of the (COVID-19) cases in the state of Illinois have come from Chicago.,0,FALSE
806,Under the mayorâ€™s COVID-19 order Kansas City â€œchurchgoers must register with the,0,FALSE
807,The CARES Act was introduced in January 2019 which proves the COVID-19 pandemic was planned in advance.,0,FALSE
808,Social media users have shared a photo that claims to show a â€œCenter for Global Human Population Reductionâ€ affiliated with the Bill & Melinda Gates,1,FALSE
809,COVID-19 has infected more meatpackers in the U.S. than health care workers.,1,FALSE
810,Kentucky teachers will conduct in-home â€œbedroom inspectionsâ€ during the week of April 27 for their kindergarten through eighth gra,0,FALSE
811,The photo shows a packed beach in Bloemfontein South Africa during the countryâ€™s coronavirus lo,0,FALSE
812,Pennsylvaniaâ€™s governor breaking his own social distancing rules in a,0,FALSE
813,Bill Gates admits his COVID-19 vaccine might kill nearly 1 million people.,1,FALSE
814,Former Rep. Trey Gowdy wrote essay past on social media claiming the COVID-19 pandemic was planned to help Democrats in the 2020 election.,0,FALSE
815,People should ignore guidelines to wear masks especially since the government doesnâ€™t advise mask wearing for tuber,0,FALSE
816,The White House is selling coins commemorating the COVID-19 pandemic.,0,FALSE
817,Madagascar does not have any cases of the coronavirus,0,FALSE
818,An article circulating on Facebook claims that Microsoft co-founder Bill Gates said a COVID-19 vaccine could kill almost one million people citing an interview he gave.,0,FALSE
819,South African President Cyril Ramaphosa asked all foreigners to leave the country by June 21 in response to the spread of COVID-19.,0,FALSE
820,The video shows the FBI seizing coronavirus-infected face masks sent from China.,0,FALSE
821,The post contains a COVID-19 conspiracy theory written by former South Carolina Rep. Trey Gowdy.,1,FALSE
822,The photo shows bedding and food aid packages distributed in Rwanda during the coronavirus pandemic,1,FALSE
823,Georgia Gov. Brian Kemp â€œmandates restaurants re,0,FALSE
824,Governor Andy Beshear has authorized Kentucky teachers to make in-home visits. With parental approval teachers will inspect the bedroom of each student currently enrolled in K-8.,0,FALSE
825,CDC does not recommend wearing masks.,1,FALSE
826,President Donald Trump is selling coronavirus-themed commemorative coins through the White House Gift Shop.,1,FALSE
827,Dr. Elisa Granato one of the first volunteers to receive a potential COVID-19 vaccine in the U.K. has died.,0,FALSE
828,Walmart Amazon Kroger Target and Costco â€œhave not had any reported (coronavirus) cases in the ,0,FALSE
829,The Department of Homeland Security (DHS) plans to mobilize the National Guard to enforce a nationwide 14-day quarantine.,0,FALSE
830,News outlets are misusing a boyâ€™s image to report the same child died of COVID-19 in three different cou,1,FALSE
831,Harvard professor Charles Lieber was arrested for manufacturing and selling the new coronavirus to China,1,FALSE
832,French health care workers are putting on defective Chinese-made protective gowns.,0,FALSE
833,Mosquitoes can spread COVID-19 â€œfrom person to pe,0,FALSE
834,Donald Trumpâ€™s claim that the USA had more testing than all other countries co,0,FALSE
835,So 2 doctors from Bakersfield discover that coronavirus mortality rate is 0.03%. 13x less deadly than what was previously thought! Their analysis has since been banned from YouTube.,0,FALSE
836,Walmart Kroger Amazon Target and Costco had no reported cases of coronavirus in the news.,1,FALSE
837,Young people â€œhave a greater chance of being killed by the HPV vaccine than COVI,1,FALSE
838,Sign outside the Bill & Melinda Gates Foundation says â€œCenter for Global Human Population Reduc,0,FALSE
839,Coronavirus mortality rate been proven to be 0.03%.,1,FALSE
840,Walmart Amazon Kroger Target and Costco stores â€” while staying open during the COVID-19 pandemic â€” â€œhave not had any reported casesâ€ of employees co,0,FALSE
841,Thousands of doctors say hydroxychloroquine cures coronavirus.,1,FALSE
842,Children dont seem to be getting this virus.,0,FALSE
843,Says Dr. Anthony Fauciâ€™s name appears on â€œ4 U.S. patents for a key glycoproteinâ€ used to â€œcreate the cu,0,FALSE
844,Says if youâ€™re refused service at a store for not wearing a mask â€œcall the department of health and report the store. Masks are suggested n,0,FALSE
845,Michigan Gov. Gretchen Whitmer â€œhas just been stripped of her emergency coronavirus powers by her state legisla,1,FALSE
846,Weve tested more than every country combined.,0,FALSE
847,The CDC recommends that only people with COVID-19 symptoms should wear masks.,1,FALSE
848,Dr. Anthony Fauci â€œhas known for 15 years that chloroquine and â€¦ hydroxychloroquine will not only treat a current case of coronavirus but prevent fu,1,FALSE
849,The (corona)virus just isnt nearly as deadly as we thought it was.,0,FALSE
850,All Missouri businesses can open Monday May 4 under our new Order as long as new guidelines are followed.,0,FALSE
851,A 2005 NIH study shows that Fauci already knew of chloroquineâ€™s effectiveness against coronaviruses including SARS,0,FALSE
852,Dr. Anthony Fauci disappeared at the end of April because he had illegally sent $3.7 million to a virology lab in Wuhan China.,1,FALSE
853,Hospitals in the United States get paid $750 for patients who die from the flu $17500 for COVID-19.,0,FALSE
854,If you have had a flu shot in the last 3-5 years you will probably test positive for COVID-19.,1,FALSE
855,Late herbalist known as â€œDr. Sebiâ€ was correct in saying viruses ,0,FALSE
856,Why did the US (NIH) in 2017 give $3.7m to the Wuhan Lab in China? Such grants were prohibited in 2014. Did Pres. Obama grant an exception?,0,FALSE
857,The rate of coronavirus-related deaths being reported out of New York City is 200 times higher than the death rates of the worldâ€™s largest 10 ,0,FALSE
858,The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.,1,FALSE
859,Japanese doctor who won Nobel Prize said coronavirus is artifical and was manufactured in China.,0,FALSE
860,A Facebook post shared more than 29000 times claims people in Pennsylvania who do not wear a face mask in public during the novel coronavirus pandemic risk a $500 fine and up to six months in jail.,0,FALSE
861,Graphics shared thousands of times on social media claim to show the exact probability of COVID-19 carriers spreading the disease if they or another person wears a mask.,0,FALSE
862,Elisa Granato the first volunteer in the first Europe human trial of a COVID-19 vaccine has died.,0,FALSE
863,First volunteer in UK coronavirus vaccine trial has died.,1,FALSE
864,A volunteer for Oxford coronavirus vaccine died.,0,FALSE
865,Doctors encouraged by hospitals and AMA to overcount COVID-19 deaths.,0,FALSE
866,Black cats in Vietnam are being killed and consumed as a COVID-19 cure.,1,FALSE
867,Mitch McConnell said he wanted states to go bankrupt instead of the federal government providing relief. Today Thom Tillis agreed.,0,FALSE
868,Ultraviolet Radiation is administered into the body as a disinfectant to kill bacteria and viruses and this has been used for a while now.,0,FALSE
869,Exposure of blood to ultraviolet light rids the body of coronavirus.,0,FALSE
870,Half the workforce in the country may have just been idled by coronavirus.,0,FALSE
