news,label_1,label_2
A â€œface mask exempt cardâ€ shared on social media invokes the Americans with Disabilities Act and claims to excuse people from wearing,0,FALSE
A test on video with a gas detector shows that face masks result in dangerous oxygen levels for the wearer.,0,FALSE
A painting depicting children in face masks was created as a mural for the Denver airport in 1994 proving the COVID-19 pandemic was planned.,1,FALSE
According to Bill Gates the COVID-19 RNA vaccine will permanently alter our DNA. RNA vaccines can also cause autoimmunity.,1,FALSE
Meme shows Florida Surgeon General saying: Everyone should STOP wearing masks as they have now been found to be harmful to your health.,0,FALSE
Alexandria Ocasio-Cortez tweeted â€œItâ€™s vital that Governors maintain restrictions on businesses until after the November Elections because economic recovery will help Trump be re-elected. A few business closures or job losses is a small price to pay to be free from his presidency. #K,0,FALSE
COVID-19 cases are â€œup only because of our big number testingâ€ in the Un,1,FALSE
If you are licensed to carry a concealed weapon wearing a face covering for coronavirus â€œremoves your conceal carry abi,0,FALSE
Claim that Rep. Alexandria Ocasio-Cortez tweeted that U.S. governors should extend COVID-19 restrictions on businesses â€œuntil after the November Elect,0,FALSE
In North Carolina â€œyou can be charged with a class H felony for wearing a mask and concealed carr,0,FALSE
A â€œface mask exempt cardâ€ allows you to cite the ADA and not ,0,FALSE
A scientific study shows that cannabis is more effective at preventing and treating COVID-19 than hydroxychloroquine.,0,FALSE
A short portion of an interview given by discredited researcher Judy Mikovits in which she claims that a vaccine for COVID-19 will be deadly warns against immunization and advocates for a five-year moratorium to test all vaccines has been watched tens of thousands of times on YouTube and Facebook.,0,FALSE
Social media posts shared thousands of times in the United States contain multiple false or misleading claims about face masks used to stop the spread of COVID-19,1,FALSE
Joe Biden and the Democrats want to prosecute Americans for going to church but not for burning a church.,0,FALSE
The U.S. Occupational Safety and Health Administration (OSHA) says masks donâ€™t work and violate OSHA oxygen ,0,FALSE
Gov. Gavin Newsom â€œhas no legal authorityâ€ to make wearing face coverings mandatory in,1,FALSE
President Trumpâ€™s claim that he inherited no ventilators from the Obama administ,0,FALSE
OSHA says masks dont work to reduce COVID-19 transmission and violate OSHA oxygen levels.,0,FALSE
Bill Gates who has led harmful vaccination campaigns in developing countries now plans to use COVID-19 vaccines to surveil the population.,0,FALSE
If we stopped testing right now wed have very few cases if any.,1,FALSE
News stories referencing the number â€œ322â€ and COVID-19 are proof cases tolls are being â�,0,FALSE
In a very real sense (Oklahoma has) flattened the curve. & The number of cases in Oklahoma  its declined precipitously.,0,FALSE
FREE HORSES!!!! 52 thoroughbred horses need homes. Will go to Sugarcreek this Sat. for slaughter. Gentleman died due to COVID-19 and his son wants nothing to do with them.,0,FALSE
George Floyds murder filmed before COVID-19.,0,FALSE
Six months before the COVID plandemic Bill Gates had negotiated a $100 billion contact tracing deal with (the) Democratic congressman sponsor of bill.,0,FALSE
Gov. of Wisconsin Tony Evers â€œremoved the American flag from the Capitol buil,0,FALSE
Corona Virus claims a black belt. Chuck Norris Dead at 80.,0,FALSE
The biological lab in Wuhan where the COVID-19 virus was created was funded by President Barak Hussein Obama in 2015 to the tune of $3800000 American dollars.,0,FALSE
A Facebook post shared more than 25000 times says face masks should only be worn by medical professionals or people who have become ill during the coronavirus pandemic.,1,FALSE
Claim that Sarah Huckabee Sanders tweeted â€œItâ€™s â€˜oddâ€™ that the ANTIFA insurgency happened just as COVID-19 loses steam Itâ€™s â€˜oddâ€™ that COVID-19 happened the moment impeachment failed. Itâ€™s â€˜oddâ€™ that impeachment happened the moment Russian hoax failed. Th,0,FALSE
The CDC just confirmed a 0.2% death-rate for COVID19.,0,FALSE
CNBC reported that â€œCoronavirus patients without symptoms arenâ€™t driving the spread of the virusâ€ based on remarks by a WHO official at a press brief,1,FALSE
Wearing masks for the coronavirus â€œdecreases oxygen intake increases toxin inhalation shuts down immune system increases virus risk scientifically inaccurate effectiveness not stu,0,FALSE
The WHO stated that asymptomatic spread of COVID-19 is â€œvery rareâ€ therefore physical distancing and face masks are no,1,FALSE
A Colorado bill is â€œremoving exemptionsâ€ for parents who donâ€™t want to vaccinate their children in orde,0,FALSE
Facebook posts shared thousands of times claim the coronavirus pandemic is a cover for a Gates Foundation-funded effort to implant microchips when patientsâ€™ noses or throats are swabbed during COVID-19 t,0,FALSE
N95 masks block few if any COVID-19 particles due to their size.,1,FALSE
Bill Gatesâ€™ coronavirus vaccine developed by Oxford researchers caused all test subjects to get coron,0,FALSE
A meme shared thousands of times on Facebook claims people can suffer from reduced oxygen to their blood and brain possibly leading to death if they wear a disposable mask for too long.,0,FALSE
A report drafted by a scientific panel appointed by Germanyâ€™s Interior Ministry declaring the COVID-19 pandemic is a â€œglobal false alarmâ€ was leaked by,0,FALSE
Shes just casually carrying a body with 1 hand..? Sure.. More evidence of coronavirus being a complete hoax with props & street theater.,0,FALSE
A video has been shared thousands of times on social media claiming that circuit boards with â€œCOV-19â€ inscribed on them are being fitted t,0,FALSE
How many of you are aware that the female governor of Michigan is the niece of George Soros?,0,FALSE
Wearing a face mask caused a 19-year-old grocery store worker to be hospitalized for an lung infection due to breathing in her own carbon dioxide and bacteria.,0,FALSE
A study by Bartomeu Payeras i Cifre shows a direct correlation between 5G networks and COVID-19 outbreaks and â€œdemonstrates clearly the most likely probability that the COVID-19 hypoxic injuries and hospital admissions are directly related to electromagnetic radiation exposure by 5G netw,1,FALSE
According to the CDC so far this year Florida has had 1762 deaths from COVID-19 and 5185 from pneumonia. Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.,1,FALSE
Were down near the low end of per capita deaths & Most places are at 60 deaths per 100000. Were at 29.,0,FALSE
Says the state â€œhealth secretary says donâ€™t go to hospitals or clinics now the tourism secretary says don,0,FALSE
An image shared on social media claims vaccines are dangerous because they contain potassium chloride the chemical used to stop the heart in lethal injections.,0,FALSE
Italy â€œwent against the WHOâ€™s â€˜lawâ€™â€ against COVID-19 autopsies and â€œdiscovered covid is not a virus but a bacteriumâ€ that â€œc,1,FALSE
You see suicide rates are skyrocketing now& in the United States.,0,FALSE
[U.S. Rep. Conor Lamb] said he would NOT vote for [Nancy Pelosi] for Speaker and did.,0,FALSE
Autopsies performed in Italy showed that COVID-19 is not pneumonia but a blood clotting disorder (disseminated intravascular coagulation). Doctors have been treating COVID-19 wrongly because ventilators and intensive care units were never needed; COVID-19 should instead be treated with antibiotics anti-inflammatories and anticoagulants.,0,FALSE
COVID-19 is a bacterium that is easily treated with aspirin or a coagulant.,0,FALSE
A study of 455 contacts of an asymptomatic carrier showed that none of the 455 were infected. The results prove that asymptomatic people cannot transmit COVID-19 and masks are therefore unnecessary. Some also claim that this shows COVID-19 is not contagious.,0,FALSE
A photo shows Gov. Gretchen Whitmer â€œon Mackinaw Island today ignoring mask and social distancing r,0,FALSE
President Donald Trump tweeted â€œSome oldies will have to die. Weâ€™re in Godâ€™s hands folks,0,FALSE
Dolores Cahill claims in an interview on TheHighWire that there is already a preventive strategy and treatment for COVID-19 through â€œnutrition vitamins and hydroxychloroquineâ€ therefore social distancing is ,0,FALSE
A photo shows three men on crosses who â€œfeel like theyâ€™re being crucified by being required to s,1,FALSE
Japanese Nobel laureate Dr. Tasuku Honjo said the new coronavirus was engineered in a Chinese laboratory.,0,FALSE
Myrtle Beach South Carolina reported 220000 new coronavirus cases in 72 hours.,0,FALSE
Why did the state do that with COVID patients in nursing homes? Its because the state followed President Trumps CDC guidance.,0,FALSE
Michigan Gov. Gretchen Whitmerâ€™s family spent May 20 at her second home breaking her own stay-at-home ,1,FALSE
Top White House coronavirus adviser Dr. Anthony Fauci served on the Clinton Foundationâ€™s board of directors for 20,0,FALSE
Michigan governor reopened Traverse City â€œso she could have her daughterâ€™s,1,FALSE
The image shows Los Angeles County Department of Public Health Director Dr. Barbara Ferrer looking sickly.,0,FALSE
People who have received flu vaccines in the past three to five years will â€œprobably test positiveâ€ f,0,FALSE
Bill Gates Explains That The COVID Vaccine Will Use Experimental Technology And Permanently Alter Your DNA.,0,FALSE
Dr. Anthony Fauci said: â€œas soon as a COVID-19 vaccine is manufactured it must be delivered to healthcare professionals for immediate human injection. Proper studies can be done l,0,FALSE
President Donald Trump â€œcancelledâ€ the U.S. House bill on contract tracing and â�,1,FALSE
The German government billed China for 130 billion pounds in â€œcoronavirus dam,0,FALSE
House Speaker Nancy Pelosi was in Wuhan China six days after â€œthe impeachment HOAX fa,0,FALSE
If you look at the one (hydroxychloroquine) survey the only bad survey they were giving it to people that were in very bad shape. They were very old. Almost dead.,0,FALSE
The new Dane County lockdown policy& (has) effectively killed Badger football hockey and basketball for 2020.,0,FALSE
A lot of people can get an additional $2400 from the CARES Act and they can do it every month!,0,FALSE
Claim that President Donald Trump is trying to make $451 billion in Medicare cuts â€œin the middle of a deadly pand,0,FALSE
The World Health Organization (WHO) said that no vegetarian has contracted COVID-19.,1,FALSE
Texas and Florida have a â€œbalanced budgetâ€ while California is â€œin debt $54 billion and New York is â€,1,FALSE
UV-C lamps can kill 99.99% of all bacteria viruses and mold on any surface in ten seconds yet is 100% safe for humans and pets.,0,FALSE
Children in Oregon may be taken away if their parent or legal guardian tests positive for COVID-19.,1,FALSE
The video shows people celebrating the end of Saudi Arabiaâ€™s coronavirus lo,0,FALSE
Dolores Cahill in Computing Forever interview claims that taking vitamins C and D as well as zinc boosts the immune system against COVID-19 that hydroxychloroquine has been proven effective against COVID-19 and that COVID-19 patients who recover are immune for life among others.,0,FALSE
New evidence shows wearing a face mask can help coronavirus enter the brain and pose more health risk.,1,FALSE
An article claims that a nearly $50 million United Nations humanitarian aid package to Ecuador is conditional on the South American country legalizing abortions.,0,FALSE
While California is dying & Gavin (Newsom) is vacationing in Stevensville MT!,0,FALSE
The flu didnâ€™t kill any Americans thi,0,FALSE
Says a warning label on a box of disposable masks shows that they are ineffective at protecting against the spread of COVID-19.,0,FALSE
Ohio Gov. Mike DeWine released 4300 prisoners and is now warning residents of a possible crime wave.,1,FALSE
Video shows Dr. Anthony Fauci advising the public not to wear face masks to prevent spreading or being infected by the coronavirus.,1,FALSE
Candace Owens claimed that the U.S. is not losing â€œtons more livesâ€ in 2020 compared to 2019 and that the â€œincrease [in mortality in 2020 is] virtua,0,FALSE
A Facebook post shared 10000 times claims no Americans died from the flu in 2020 suggesting that the national count of COVID-19 fatalities is exaggerated.,0,FALSE
The novel coronavirus was â€œman-,0,FALSE
Posts shared thousands of times on social media list a number of adverse health effects linked to wearing face masks.,0,FALSE
Claim thttps://www.politifact.com/factchecks/2020/may/19/facebook-posts/dr-fauci-didnt-say-americans-should-be-microchippe/hat Dr. Fauci said every American should be microchipped.,1,FALSE
Italian Parliament Calls For The Arrest of Bill Gates,0,FALSE
